PQ|v_69|8.106231689453125e-06
PQ|v_20|7.867813110351562e-06
PQ|v_12|6.9141387939453125e-06
PQ|v_43|6.9141387939453125e-06
PQ|v_58|8.106231689453125e-06
PQ|v_15|5.9604644775390625e-06
PQ|v_83|9.059906005859375e-06
PQ|v_66|9.059906005859375e-06
PQ|v_35|7.867813110351562e-06
PQ|v_50|9.059906005859375e-06
PQ|v_57|9.775161743164062e-06
PQ|v_37|5.7220458984375e-06
PQ|v_77|6.9141387939453125e-06
PQ|v_58|8.821487426757812e-06
PQ|v_61|5.7220458984375e-06
PQ|v_57|6.9141387939453125e-06
PQ|v_48|6.9141387939453125e-06
PQ|v_27|8.106231689453125e-06
PQ|v_54|6.9141387939453125e-06
PQ|v_46|9.059906005859375e-06
PQ|v_81|9.059906005859375e-06
PQ|v_66|2.8133392333984375e-05
PQ|v_11|0.0005202293395996094
PQ|v_78|7.152557373046875e-06
PQ|v_63|5.602836608886719e-05
PQ|v_53|1.0967254638671875e-05
PQ|v_77|1.0013580322265625e-05
PQ|v_72|1.0013580322265625e-05
PQ|v_65|6.9141387939453125e-06
PQ|v_5|6.9141387939453125e-06
PQ|v_32|6.198883056640625e-06
PQ|v_34|3.3855438232421875e-05
PQ|v_52|3.1948089599609375e-05
PQ|v_48|6.9141387939453125e-06
PQ|v_54|7.867813110351562e-06
PQ|v_57|6.9141387939453125e-06
PQ|v_28|9.059906005859375e-06
PQ|v_55|6.9141387939453125e-06
PQ|v_52|7.867813110351562e-06
PQ|v_46|9.059906005859375e-06
PQ|v_51|7.867813110351562e-06
PQ|v_98|1.0013580322265625e-05
PQ|v_26|7.152557373046875e-06
PQ|v_61|1.0967254638671875e-05
PQ|v_52|8.821487426757812e-06
PQ|v_34|9.298324584960938e-06
PQ|v_67|6.9141387939453125e-06
PQ|v_24|5.9604644775390625e-06
PQ|v_59|6.9141387939453125e-06
PQ|v_63|6.9141387939453125e-06
PQ|v_66|6.9141387939453125e-06
PQ|v_21|7.152557373046875e-06
PQ|v_76|6.9141387939453125e-06
PQ|v_42|6.9141387939453125e-06
PQ|v_67|6.9141387939453125e-06
PQ|v_56|9.059906005859375e-06
PQ|v_98|7.152557373046875e-06
PQ|v_67|6.9141387939453125e-06
PQ|v_20|7.152557373046875e-06
PQ|v_45|6.9141387939453125e-06
PQ|v_24|6.9141387939453125e-06
PQ|v_41|7.152557373046875e-06
PQ|v_24|7.867813110351562e-06
PQ|v_41|9.298324584960938e-06
PQ|v_51|1.3113021850585938e-05
PQ|v_53|6.9141387939453125e-06
PQ|v_57|5.7220458984375e-06
PQ|v_83|6.9141387939453125e-06
PQ|v_55|6.9141387939453125e-06
PQ|v_89|1.0013580322265625e-05
PQ|v_41|6.9141387939453125e-06
PQ|v_72|6.9141387939453125e-06
PQ|v_81|6.9141387939453125e-06
PQ|v_67|7.152557373046875e-06
PQ|v_50|6.9141387939453125e-06
PQ|v_29|7.152557373046875e-06
PQ|v_21|7.867813110351562e-06
PQ|v_74|6.9141387939453125e-06
PQ|v_45|7.152557373046875e-06
PQ|v_61|7.152557373046875e-06
PQ|v_72|6.9141387939453125e-06
PQ|v_30|5.9604644775390625e-06
PQ|v_75|7.152557373046875e-06
PQ|v_61|9.059906005859375e-06
PQ|v_64|6.9141387939453125e-06
PQ|v_78|8.821487426757812e-06
PQ|v_56|7.152557373046875e-06
PQ|v_17|7.152557373046875e-06
PQ|v_22|7.152557373046875e-06
PQ|v_69|7.867813110351562e-06
PQ|v_36|9.059906005859375e-06
PQ|v_35|6.9141387939453125e-06
PQ|v_41|8.106231689453125e-06
PQ|v_33|7.152557373046875e-06
PQ|v_45|7.867813110351562e-06
PQ|v_70|1.1205673217773438e-05
PQ|v_83|6.9141387939453125e-06
PQ|v_48|5.7220458984375e-06
PQ|v_14|6.198883056640625e-06
PQ|v_58|7.3909759521484375e-06
PQ|v_59|6.9141387939453125e-06
PQ|v_44|7.867813110351562e-06
PQ|v_50|5.9604644775390625e-06
PQ|v_43|6.9141387939453125e-06
PQ|v_59|5.9604644775390625e-06
PQ|v_81|8.106231689453125e-06
PQ|v_38|7.152557373046875e-06
PQ|v_40|5.9604644775390625e-06
PQ|v_23|7.867813110351562e-06
PQ|v_49|6.9141387939453125e-06
PQ|v_76|7.152557373046875e-06
PQ|v_31|6.9141387939453125e-06
PQ|v_35|6.198883056640625e-06
PQ|v_19|6.9141387939453125e-06
PQ|v_74|7.152557373046875e-06
PQ|v_19|6.9141387939453125e-06
PQ|v_54|7.152557373046875e-06
PQ|v_80|1.1205673217773438e-05
PQ|v_62|5.9604644775390625e-06
PQ|v_49|6.9141387939453125e-06
PQ|v_70|6.198883056640625e-06
PQ|v_40|7.152557373046875e-06
PQ|v_36|5.9604644775390625e-06
PQ|v_57|6.9141387939453125e-06
PQ|v_42|6.9141387939453125e-06
PQ|v_46|1.5020370483398438e-05
PQ|v_62|6.9141387939453125e-06
PQ|v_77|6.9141387939453125e-06
PQ|v_74|5.9604644775390625e-06
PQ|v_69|6.9141387939453125e-06
PQ|v_32|6.198883056640625e-06
PQ|v_28|6.9141387939453125e-06
PQ|v_38|6.9141387939453125e-06
PQ|v_18|6.9141387939453125e-06
PQ|v_37|8.821487426757812e-06
PQ|v_74|6.9141387939453125e-06
PQ|v_35|6.9141387939453125e-06
PQ|v_34|7.152557373046875e-06
PQ|v_79|5.7220458984375e-06
PQ|v_68|7.152557373046875e-06
PQ|v_49|1.0013580322265625e-05
PQ|v_20|8.106231689453125e-06
PQ|v_60|6.9141387939453125e-06
PQ|v_5|6.9141387939453125e-06
PQ|v_71|6.9141387939453125e-06
PQ|v_76|7.152557373046875e-06
PQ|v_36|5.9604644775390625e-06
PQ|v_46|6.9141387939453125e-06
PQ|v_83|6.9141387939453125e-06
PQ|v_45|7.152557373046875e-06
PQ|v_66|5.9604644775390625e-06
PQ|v_44|1.0013580322265625e-05
PQ|v_64|6.9141387939453125e-06
PQ|v_71|7.152557373046875e-06
PQ|v_44|6.9141387939453125e-06
PQ|v_41|6.198883056640625e-06
PQ|v_52|6.9141387939453125e-06
PQ|v_31|7.152557373046875e-06
PQ|v_42|5.7220458984375e-06
PQ|v_30|6.9141387939453125e-06
PQ|v_58|5.9604644775390625e-06
PQ|v_96|6.9141387939453125e-06
PQ|v_59|7.152557373046875e-06
PQ|v_50|8.106231689453125e-06
PQ|v_52|6.198883056640625e-06
PQ|v_65|6.9141387939453125e-06
PQ|v_65|8.106231689453125e-06
PQ|v_63|5.9604644775390625e-06
PQ|v_41|7.152557373046875e-06
PQ|v_47|8.106231689453125e-06
PQ|v_37|6.9141387939453125e-06
PQ|v_48|6.198883056640625e-06
PQ|v_40|6.9141387939453125e-06
PQ|v_41|6.9141387939453125e-06
PQ|v_48|6.198883056640625e-06
PQ|v_43|5.9604644775390625e-06
PQ|v_31|6.9141387939453125e-06
PQ|v_67|6.9141387939453125e-06
PQ|v_63|5.7220458984375e-06
PQ|v_29|6.198883056640625e-06
PQ|v_87|7.867813110351562e-06
PQ|v_18|7.152557373046875e-06
